Statistical profiling result from isolate-0x1f776000-4128116-v8.log, (1074 ticks, 9 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        JS: ^processTimers node:internal/timers:526:25
      1    5.3%    JS: ^<anonymous> file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:3437:28
      1  100.0%      JS: ^eachNext file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:3032:10
      1  100.0%        JS: ~generateDecodedMap file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:3430:20
      1  100.0%          JS: ~generateMap file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:3454:13
      1  100.0%            JS: ~ssrTransformScript file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:18866:34

     14    1.3%  __memcpy_avx_unaligned_erms_rtm
      5   35.7%    /usr/local/google/home/adibakm/.local/share/nvm/v25.0.0/bin/node
      1   20.0%      JS: ~withPromise file:///usr/local/google/home/adibakm/gemini-cli/node_modules/tinyglobby/node_modules/fdir/dist/index.mjs:427:13
      1  100.0%        JS: ~glob file:///usr/local/google/home/adibakm/gemini-cli/node_modules/tinyglobby/dist/index.mjs:298:20
      1  100.0%          JS: ~globFiles file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/cli-api.BkDphVBG.js:7176:17
      1  100.0%            JS: ~globAllTestFiles file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/cli-api.BkDphVBG.js:7130:24
      1   20.0%      JS: ~legacyMainResolve node:internal/modules/esm/resolve:198:27
      1  100.0%        JS: ^packageResolve node:internal/modules/esm/resolve:762:24
      1  100.0%          JS: ^moduleResolve node:internal/modules/esm/resolve:831:23
      1  100.0%            JS: ^defaultResolve node:internal/modules/esm/resolve:945:24
      1   20.0%      JS: ~getLocalhostAddressIfDiffersFromDNS file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:2529:51
      1  100.0%        JS: ~resolveHostname file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:2536:31
      1  100.0%          JS: ~buildStart file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:29987:19
      1  100.0%            JS: ~hookParallel file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:30870:20
      1   20.0%      JS: ~<anonymous> node:internal/streams/writable:1:1
      1  100.0%        JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      1  100.0%          JS: ^requireBuiltin node:internal/bootstrap/realm:420:24
      1  100.0%            JS: ~<anonymous> node:internal/streams/duplex:1:1
      1   20.0%      JS: ^normalizeSpawnArguments node:child_process:567:33
      1  100.0%        JS: ~spawn node:child_process:788:15
      1  100.0%          JS: ~ensureServiceIsRunning /usr/local/google/home/adibakm/gemini-cli/node_modules/esbuild/lib/main.js:1973:30
      1  100.0%            JS: ~build /usr/local/google/home/adibakm/gemini-cli/node_modules/esbuild/lib/main.js:1874:13
      1    7.1%    JS: ^stringify node:internal/modules/helpers:396:19
      1  100.0%      JS: ^moduleStrategy node:internal/modules/esm/translators:103:50
      1  100.0%        JS: ^#translate node:internal/modules/esm/loader:556:13
      1  100.0%          JS: ^afterLoad node:internal/modules/esm/loader:613:23
      1  100.0%            JS: ^loadAndTranslate node:internal/modules/esm/loader:611:19
      1    7.1%    JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      1  100.0%      JS: ^requireBuiltin node:internal/bootstrap/realm:420:24
      1  100.0%        JS: ~getRandomValues node:internal/crypto/webcrypto:1730:25
      1  100.0%          JS: ~getRandomValues node:crypto:267:25
      1  100.0%            JS: ~resolveConfig file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:35752:29

     13    1.2%  Builtin: LoadIC_NoFeedback
      2   15.4%    JS: ~_fetchModule file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite-node/dist/server.mjs:337:20
      2  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%        Builtin: CallApiCallbackGeneric
      2  100.0%          JS: ^processTicksAndRejections node:internal/process/task_queues:71:35
      1    7.7%    Script: ~<anonymous> file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:1:1
      1  100.0%      Builtin: GeneratorPrototypeNext
      1  100.0%        Builtin: CallApiCallbackGeneric
      1  100.0%          JS: ~run node:internal/modules/esm/module_job:366:12
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    7.7%    JS: ~writeFile node:internal/fs/promises:1226:25
      1  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
      1    7.7%    JS: ~setParseResult file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:6178:16
      1  100.0%      JS: ~parse$14 file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:5832:24
      1  100.0%        JS: ~loadTsconfigJsonForFile file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:6461:39
      1  100.0%          JS: ~transformWithEsbuild file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:6235:36
      1  100.0%            JS: ~transform file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:6345:18
      1    7.7%    JS: ~render file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/index.VByaPkjc.js:853:8
      1  100.0%      JS: ~flushBuffer file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/index.VByaPkjc.js:835:13
      1  100.0%        JS: ~schedule file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/index.VByaPkjc.js:826:10
      1  100.0%          JS: ~<anonymous> file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vitest/dist/chunks/index.VByaPkjc.js:808:37
      1  100.0%            JS: ^listOnTimeout node:internal/timers:546:25
      1    7.7%    JS: ~onImportMeta file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:19004:15
      1  100.0%      JS: ^enter file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:19069:8
      1  100.0%        JS: ^visit file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:18755:7
      1  100.0%          JS: ^visit file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:18755:7
      1  100.0%            JS: ^visit file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:18755:7
      1    7.7%    JS: ~loadAndTransform file:///usr/local/google/home/adibakm/gemini-cli/node_modules/vite/dist/node/chunks/dep-Chhhsdoe.js:26088:32
      1  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
      1    7.7%    JS: ~endWritableNT node:internal/streams/readable:1723:23
      1  100.0%      JS: ^processTicksAndRejections node:internal/process/task_queues:71:35
      1    7.7%    JS: ~createCJSModuleWrap node:internal/modules/esm/translators:208:29
      1  100.0%      JS: ~commonjsStrategy node:internal/modules/esm/translators:332:54
      1  100.0%        JS: ^#translate node:internal/modules/esm/loader:556:13
      1  100.0%          JS: ^afterLoad node:internal/modules/esm/loader:613:23
      1  100.0%            JS: ^loadAndTranslate node:internal/modules/esm/loader:611:19
      1    7.7%    JS: ~_handleResponse file:///usr/local/google/home/adibakm/gemini-cli/node_modules/tinypool/dist/index.js:452:17
      1  100.0%      JS: ~<anonymous> file:///usr/local/google/home/adibakm/gemini-cli/node_modules/tinypool/dist/index.js:409:27
      1  100.0%        JS: ^<anonymous> node:internal/event_target:782:20
      1    7.7%    JS: ~<anonymous> node:internal/process/finalization:1:1
      1  100.0%      JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      1  100.0%        JS: +requireBuiltin node:internal/bootstrap/realm:420:24
      1  100.0%          Builtin: ReflectGet
      1  100.0%            JS: ^getOwn node:internal/bootstrap/realm:202:16
      1    7.7%    JS: ^emit node:events:455:44
      1  100.0%      JS: ~endReadableNT node:internal/streams/readable:1695:23
      1  100.0%        JS: ^processTicksAndRejections node:internal/process/task_queues:71:35

